frame,face_id,x,y,w,h,neutral,surprise,fear,disgust,angry,happy,sad
0,0,105,109,162,127,0.6871413963089389,0.0,0.35449066190013756,0.24830542691517488,0.2773055802635385,0.495699811698329,0.2798482019348722
1,0,117,84,128,122,0.53643149924676,0.3798524097061521,0.18958521489429264,0.1938175395127204,0.2649883081019666,0.12994876012883744,0.12916128026115672
2,0,91,90,154,170,0.5189036342560704,0.08355304078897312,0.14699183270935737,0.09540613118330249,0.14140740500261528,0.5925458770644694,0.06240377841749442
3,0,91,108,146,155,0.8185872785823277,0.35953425247872844,0.09283363139808481,0.09721215804749465,0.3576525797188477,0.011316874511431346,0.05158133815432553
4,0,82,82,153,121,0.45222914114618096,0.12268646191909609,0.0,0.29381950621523817,0.3230784099090968,0.1174783295980383,0.11635066319257746
5,0,92,86,120,147,0.9192120845442817,0.5721006276532947,0.4005000217543899,0.22346349700836815,0.5548881084601263,0.0,0.2234055052995584
6,0,94,107,131,177,0.9416089095394602,0.304114559724716,0.2430334450917283,0.35716374044345756,0.23992526806649023,0.0,0.103159011663923
7,0,92,107,146,131,0.3716407176769954,0.19805082726472828,0.22665215438450909,0.0,0.19367807813117593,0.15970478918165842,0.0
8,0,103,80,164,177,1.0,0.05315468880734345,0.17030193781106107,0.5095203032079784,0.44483766050960893,0.1007311126137587,0.23999402466999326
9,0,110,90,132,170,0.4056585035820452,0.2306101501103649,0.13612913051155018,0.21316578612545467,0.11563792945307795,0.3862436269318944,0.17596698249262474
