target_emotion,target_emotion_intensity,strongest_emotion,classification_correct,emotional_activation,frames_processed,neutral_mean,neutral_std,neutral_max,surprise_mean,surprise_std,surprise_max,fear_mean,fear_std,fear_max,disgust_mean,disgust_std,disgust_max,angry_mean,angry_std,angry_max,happy_mean,happy_std,happy_max,sad_mean,sad_std,sad_max,participant,voice_type,video_path,filename,voice_condition
neutral,0.7414715051034254,neutral,True,0.19745637381849387,7,0.7414715051034254,0.16588025599891762,0.9820651731236979,0.21309724217740006,0.1355641333655785,0.3788951211344883,0.16529266048890115,0.10359870206673773,0.2854843185345731,0.17006902405802032,0.1217938423291668,0.40406858096658593,0.24569601057406162,0.1473947008520333,0.4835622787314981,0.2162737757764543,0.17334685336211933,0.46877358427474297,0.1743095298361257,0.13531069004602012,0.3799096647258573,andreea1,Emotional_OpenAI_TTS,C:\python\Uni\Year_3\block_4\Story_project\logs\sessions\2025-06-04_17-17-41_andreea1\videos\andreea1_Emotional_OpenAI_TTS_neutral_exchange_0.mp4,andreea1_Emotional_OpenAI_TTS_neutral_exchange_0.mp4,Emotional
surprise,0.1414619186682938,neutral,False,0.18681596579595938,9,0.6175423870250755,0.24809781927790436,1.0,0.1414619186682938,0.11892586788138969,0.26743301516732465,0.13817135872253672,0.16202760619830314,0.4331084396672748,0.23791172049956577,0.18203403443669147,0.5066450398563002,0.20941271914295254,0.13977756070272812,0.4320960484468726,0.27814845788973586,0.16154125396881708,0.4504455991810292,0.1157896198526715,0.08495068354386535,0.2323456424618311,andreea1,Emotional_OpenAI_TTS,C:\python\Uni\Year_3\block_4\Story_project\logs\sessions\2025-06-04_17-17-41_andreea1\videos\andreea1_Emotional_OpenAI_TTS_surprise_exchange_1.mp4,andreea1_Emotional_OpenAI_TTS_surprise_exchange_1.mp4,Emotional
fear,0.20286799863064262,neutral,False,0.19938656475855332,8,0.6109455156176424,0.2670999073953894,0.9629349593453683,0.2510359299561325,0.19823812907673613,0.4621637410258573,0.20286799863064262,0.09582342785580647,0.32920714217671687,0.18092143133923155,0.10162350742080155,0.30437804390055045,0.14423490301094552,0.0770295008189586,0.2535737264041331,0.1471174052180685,0.11099734718062212,0.2639438572192768,0.27014172039629925,0.11754133674562926,0.4456715182791857,andreea1,Emotional_OpenAI_TTS,C:\python\Uni\Year_3\block_4\Story_project\logs\sessions\2025-06-04_17-17-41_andreea1\videos\andreea1_Emotional_OpenAI_TTS_fear_exchange_2.mp4,andreea1_Emotional_OpenAI_TTS_fear_exchange_2.mp4,Emotional
disgust,0.18717500425126993,neutral,False,0.2309006492648983,10,0.6674304837817692,0.19896463832365108,1.0,0.2082744470108758,0.1137664644370965,0.37878365352484766,0.20431160720073752,0.1337977159373379,0.3894337670496129,0.18717500425126993,0.11955796221077848,0.3617073860253327,0.24636514804410353,0.16266211868886918,0.49024022939659984,0.2305969099576653,0.13126644757355205,0.5270001720837427,0.30868077912473785,0.12820056186712658,0.48239392135610276,andreea1,Emotional_OpenAI_TTS,C:\python\Uni\Year_3\block_4\Story_project\logs\sessions\2025-06-04_17-17-41_andreea1\videos\andreea1_Emotional_OpenAI_TTS_disgust_exchange_3.mp4,andreea1_Emotional_OpenAI_TTS_disgust_exchange_3.mp4,Emotional
angry,0.2121436492976864,neutral,False,0.19409748077800093,5,0.7779972329210822,0.19999541689615363,1.0,0.24214592979043123,0.11215013048681696,0.3551863835246769,0.22463576546575115,0.16037240056559182,0.46099744357769723,0.17749845235630418,0.1150961597045121,0.3267094836045651,0.2121436492976864,0.1681144495846943,0.4689223606743159,0.17890413401468885,0.14942056130939585,0.4017959171672578,0.1292569537431439,0.04414513552980324,0.17904639307100123,andreea1,Emotional_OpenAI_TTS,C:\python\Uni\Year_3\block_4\Story_project\logs\sessions\2025-06-04_17-17-41_andreea1\videos\andreea1_Emotional_OpenAI_TTS_angry_exchange_4.mp4,andreea1_Emotional_OpenAI_TTS_angry_exchange_4.mp4,Emotional
happy,0.21610059205853557,neutral,False,0.20146779951493707,8,0.40982528551390707,0.15931958321512613,0.593936708049837,0.1457610724057022,0.10210634567880318,0.27474527590850417,0.24299587461081662,0.146335754777481,0.5022819414204656,0.19452053530064145,0.15225010787321583,0.39953273298495273,0.20573111422776175,0.13854445220622408,0.422795218265382,0.21610059205853557,0.12672000752210588,0.40790082719924425,0.20369760848616486,0.15205300319476087,0.46184875835840233,andreea1,Emotional_OpenAI_TTS,C:\python\Uni\Year_3\block_4\Story_project\logs\sessions\2025-06-04_17-17-41_andreea1\videos\andreea1_Emotional_OpenAI_TTS_happy_exchange_5.mp4,andreea1_Emotional_OpenAI_TTS_happy_exchange_5.mp4,Emotional
sad,0.12706884376708735,neutral,False,0.20739294364369795,5,0.6504978168675912,0.2935829302790457,0.9259471043263594,0.26134609991640506,0.14048067467363531,0.4462501379373005,0.307261744496676,0.08020527237950674,0.3894103013075909,0.22096935440106363,0.11954014830703065,0.35367520799729835,0.18687734761971375,0.09291306873713881,0.2995490285265732,0.14083427166124196,0.07390960555161885,0.24837715273054392,0.12706884376708735,0.13960690470446807,0.3020831135308333,andreea1,Emotional_OpenAI_TTS,C:\python\Uni\Year_3\block_4\Story_project\logs\sessions\2025-06-04_17-17-41_andreea1\videos\andreea1_Emotional_OpenAI_TTS_sad_exchange_6.mp4,andreea1_Emotional_OpenAI_TTS_sad_exchange_6.mp4,Emotional
happy,0.16331618629260367,neutral,False,0.19620431210133116,10,0.6205078955595915,0.1810363417814421,0.9512385289062365,0.21426185956094068,0.10462697455381323,0.3517288299849046,0.1495956742792255,0.10974246734644405,0.3833773670841899,0.20995560020345927,0.11411972986964367,0.3904104188186377,0.19664425467925303,0.1475624327554155,0.46164466370679536,0.16331618629260367,0.09045592000291917,0.33597796536085467,0.2434522975925048,0.11048259926413978,0.45943284191659944,andreea1,Emotionless_Voice,C:\python\Uni\Year_3\block_4\Story_project\logs\sessions\2025-06-04_17-17-41_andreea1\videos\andreea1_Emotionless_Voice_happy_exchange_0.mp4,andreea1_Emotionless_Voice_happy_exchange_0.mp4,Emotionless
angry,0.21415962271132613,neutral,False,0.19763138744168243,10,0.625272375154142,0.24063601933318005,0.970182193625517,0.25971769901859576,0.16860187882689134,0.4968685457335316,0.15171212863065428,0.13728374461546547,0.40499897675505236,0.13126477649601614,0.140918881912634,0.4363988833377064,0.21415962271132613,0.12568115869109248,0.3839723669692825,0.2254374445707595,0.1266828143794463,0.5035337444113346,0.20349665322274274,0.1515389104292366,0.5131673149005828,andreea1,Emotionless_Voice,C:\python\Uni\Year_3\block_4\Story_project\logs\sessions\2025-06-04_17-17-41_andreea1\videos\andreea1_Emotionless_Voice_angry_exchange_1.mp4,andreea1_Emotionless_Voice_angry_exchange_1.mp4,Emotionless
sad,0.1601905582698875,neutral,False,0.19344618424663232,7,0.5450981334959106,0.1382421458783658,0.7327915358632859,0.14327367636858332,0.1234214607740211,0.30264546983795515,0.15191180869041834,0.14576354631977387,0.4111312909855459,0.3450175690738395,0.1211221300021,0.5358691479929629,0.22395813524049282,0.13627447491906652,0.4476640871807589,0.1363253578365725,0.0873360015712198,0.24842801846476564,0.1601905582698875,0.1046514578176033,0.28666850569495106,andreea1,Emotionless_Voice,C:\python\Uni\Year_3\block_4\Story_project\logs\sessions\2025-06-04_17-17-41_andreea1\videos\andreea1_Emotionless_Voice_sad_exchange_2.mp4,andreea1_Emotionless_Voice_sad_exchange_2.mp4,Emotionless
